kunde_id,maaned,innlogginger,korttransaksjoner
K131428,2025-06,9,27
K131428,2025-07,10,24
K131428,2025-08,15,41
K131428,2025-09,10,23
K131428,2025-10,14,22
K131428,2025-11,14,27
K131428,2025-12,6,28
K131429,2024-01,3,18
K131429,2024-02,2,20
K131429,2024-03,5,17
K131429,2024-04,4,12
K131429,2024-05,3,14
K131429,2024-06,2,11
K131429,2024-07,6,19
K131429,2024-08,4,11
K131429,2024-09,1,20
K131429,2024-10,1,9
K131429,2024-11,7,11
K131429,2024-12,2,12
K131429,2025-01,3,15
K131429,2025-02,2,11
K131429,2025-03,4,10
K131429,2025-04,1,16
K131429,2025-05,7,11
K131429,2025-06,1,21
K131429,2025-07,5,20
K131429,2025-08,5,14
K131429,2025-09,1,10
K131429,2025-10,1,22
K131429,2025-11,5,8
K131429,2025-12,2,17
K131430,2024-01,15,35
K131430,2024-02,12,44
K131430,2024-03,13,34
K131430,2024-04,14,36
K131430,2024-05,10,36
K131430,2024-06,9,36
K131430,2024-07,13,47
K131430,2024-08,14,37
K131430,2024-09,14,40
K131430,2024-10,12,34
K131430,2024-11,5,20
K131430,2024-12,13,32
K131430,2025-01,8,39
K131430,2025-02,5,41
K131430,2025-03,9,40
K131430,2025-04,6,40
K131430,2025-05,8,21
K131430,2025-06,10,28
K131430,2025-07,13,37
K131430,2025-08,13,26
K131430,2025-09,8,28
K131430,2025-10,9,38
K131430,2025-11,3,23
K131430,2025-12,16,35
K131431,2024-01,5,19
K131431,2024-02,3,8
K131431,2024-03,4,19
K131431,2024-04,7,16
K131431,2024-05,3,17
K131431,2024-06,5,16
K131431,2024-07,0,13
K131431,2024-08,3,15
K131431,2024-09,4,10
K131431,2024-10,2,10
K131431,2024-11,5,23
K131431,2024-12,2,15
K131431,2025-01,3,25
K131431,2025-02,0,12
K131431,2025-03,4,10
K131431,2025-04,1,12
K131431,2025-05,2,10
K131431,2025-06,6,11
K131431,2025-07,1,13
K131431,2025-08,5,16
K131431,2025-09,3,10
K131431,2025-10,3,12
K131431,2025-11,4,18
K131431,2025-12,2,19
K131432,2024-01,18,54
K131432,2024-02,18,50
K131432,2024-03,28,57
K131432,2024-04,20,63
K131432,2024-05,23,58
K131432,2024-06,20,53
K131432,2024-07,26,60
K131432,2024-08,20,68
K131432,2024-09,29,62
K131432,2024-10,24,59
K131432,2024-11,21,49
K131432,2024-12,11,71
K131432,2025-01,18,53
K131432,2025-02,9,58
K131432,2025-03,26,65
K131432,2025-04,20,53
K131432,2025-05,21,54
K131432,2025-06,21,45
K131432,2025-07,12,55
K131432,2025-08,22,57
K131432,2025-09,12,48
K131432,2025-10,22,60
K131432,2025-11,17,61
K131432,2025-12,28,59
K131433,2024-01,11,38
K131433,2024-02,11,32
K131433,2024-03,21,37
K131433,2024-04,11,34
K131433,2024-05,11,35
K131433,2024-06,9,33
K131433,2024-07,8,26
K131433,2024-08,11,32
K131433,2024-09,11,33
K131433,2024-10,11,34
K131433,2024-11,8,23
K131433,2024-12,9,24
K131433,2025-01,7,31
K131433,2025-02,7,31
K131433,2025-03,7,26
K131433,2025-04,9,37
K131433,2025-05,7,31
K131433,2025-06,13,32
K131433,2025-07,14,40
K131433,2025-08,6,17
K131433,2025-09,9,22
K131433,2025-10,8,26
K131433,2025-11,14,28
K131433,2025-12,9,34
K131434,2024-01,12,49
K131434,2024-02,27,46
K131434,2024-03,17,58
K131434,2024-04,17,47
K131434,2024-05,19,49
K131434,2024-06,20,67
K131434,2024-07,19,60
K131434,2024-08,12,42
K131434,2024-09,16,49
K131434,2024-10,15,51
K131434,2024-11,10,50
K131434,2024-12,13,51
K131434,2025-01,15,52
K131434,2025-02,26,40
K131434,2025-03,12,54
K131434,2025-04,15,63
K131434,2025-05,18,43
K131434,2025-06,22,54
K131434,2025-07,21,51
K131434,2025-08,25,47
K131434,2025-09,11,51
K131434,2025-10,16,44
K131434,2025-11,20,49
K131434,2025-12,14,37
K131435,2024-01,19,48
K131435,2024-02,14,53
K131435,2024-03,21,49
K131435,2024-04,19,44
K131435,2024-05,19,54
K131435,2024-06,17,56
K131435,2024-07,19,56
K131435,2024-08,12,47
K131435,2024-09,11,48
K131435,2024-10,18,33
K131435,2024-11,8,38
K131435,2024-12,12,45
K131435,2025-01,22,54
K131435,2025-02,13,45
K131435,2025-03,18,44
K131435,2025-04,15,51
K131435,2025-05,17,39
K131435,2025-06,15,52
K131435,2025-07,10,50
K131435,2025-08,16,41
K131435,2025-09,13,47
K131435,2025-10,11,51
K131435,2025-11,16,35
K131435,2025-12,12,44
K131436,2024-01,7,17
K131436,2024-02,11,23
K131436,2024-03,5,24
K131436,2024-04,7,22
K131436,2024-05,8,17
K131436,2024-06,2,26
K131436,2024-07,1,27
K131436,2024-08,5,29
K131436,2024-09,9,33
K131436,2024-10,10,19
K131436,2024-11,5,24
K131436,2024-12,10,23
K131436,2025-01,9,18
K131436,2025-02,3,14
K131436,2025-03,12,32
K131436,2025-04,3,30
K131436,2025-05,3,29
K131436,2025-06,4,19
K131436,2025-07,3,16
K131436,2025-08,10,21
K131436,2025-09,7,29
K131436,2025-10,7,30
K131436,2025-11,5,21
K131436,2025-12,8,25
K131437,2024-01,7,30
K131437,2024-02,9,27
K131437,2024-03,18,42
K131437,2024-04,8,35
K131437,2024-05,12,31
K131437,2024-06,15,31
K131437,2024-07,10,39
K131437,2024-08,14,32
K131437,2024-09,10,42
K131437,2024-10,8,30
K131437,2024-11,13,30
K131437,2024-12,8,45
K131437,2025-01,9,38
K131437,2025-02,18,37
K131437,2025-03,7,52
K131437,2025-04,15,36
K131437,2025-05,10,38
K131437,2025-06,4,31
K131437,2025-07,9,24
K131437,2025-08,10,35
K131437,2025-09,11,26
K131437,2025-10,10,33
K131437,2025-11,10,39
K131437,2025-12,10,32
K131438,2024-01,28,65
K131438,2024-02,20,71
K131438,2024-03,23,65
K131438,2024-04,21,65
K131438,2024-05,20,57
K131438,2024-06,26,68
K131438,2024-07,27,76
K131438,2024-08,11,62
K131438,2024-09,24,81
K131438,2024-10,17,64
K131438,2024-11,30,65
K131438,2024-12,31,72
K131438,2025-01,20,62
K131438,2025-02,18,55
K131438,2025-03,22,75
K131438,2025-04,18,78
K131438,2025-05,14,62
K131438,2025-06,24,80
K131438,2025-07,32,67
K131438,2025-08,35,55
K131438,2025-09,13,49
K131438,2025-10,23,48
K131438,2025-11,16,49
K131438,2025-12,20,59
K131439,2024-01,17,55
K131439,2024-02,21,50
K131439,2024-03,22,64
K131439,2024-04,19,59
K131439,2024-05,19,52
K131439,2024-06,24,72
K131439,2024-07,27,53
K131439,2024-08,19,60
K131439,2024-09,15,40
K131439,2024-10,18,58
K131439,2024-11,24,40
K131439,2024-12,16,46
K131439,2025-01,21,62
K131439,2025-02,18,73
K131439,2025-03,28,53
K131439,2025-04,24,52
K131439,2025-05,25,52
K131439,2025-06,20,62
K131439,2025-07,20,49
K131439,2025-08,25,63
K131439,2025-09,16,55
K131439,2025-10,15,60
K131439,2025-11,15,45
K131439,2025-12,17,45
K131440,2024-01,23,42
K131440,2024-02,16,50
K131440,2024-03,13,50
K131440,2024-04,24,43
K131440,2024-05,21,59
K131440,2024-06,15,50
K131440,2024-07,19,41
K131440,2024-08,12,44
K131440,2024-09,21,45
K131440,2024-10,20,61
K131440,2024-11,9,38
K131440,2024-12,17,44
K131440,2025-01,14,48
K131440,2025-02,13,46
K131440,2025-03,20,45
K131440,2025-04,25,49
K131440,2025-05,5,42
K131440,2025-06,12,39
K131440,2025-07,17,54
K131440,2025-08,18,54
K131440,2025-09,21,41
K131440,2025-10,11,41
K131440,2025-11,18,50
K131440,2025-12,21,35
K131441,2024-01,11,28
K131441,2024-02,20,43
K131441,2024-03,15,32
K131441,2024-04,10,40
K131441,2024-05,19,34
K131441,2024-06,14,38
K131441,2024-07,10,31
K131441,2024-08,11,38
K131441,2024-09,7,47
K131441,2024-10,10,39
K131441,2024-11,16,33
K131441,2024-12,17,42
K131441,2025-01,10,40
K131441,2025-02,11,35
K131441,2025-03,20,37
K131441,2025-04,20,28
K131441,2025-05,12,27
K131441,2025-06,14,41
K131441,2025-07,22,44
K131441,2025-08,5,43
K131441,2025-09,11,41
K131441,2025-10,15,32
K131441,2025-11,14,43
K131441,2025-12,14,45
K131442,2024-01,16,39
K131442,2024-02,9,31
K131442,2024-03,10,24
K131442,2024-04,9,35
K131442,2024-05,15,33
K131442,2024-06,15,38
K131442,2024-07,11,34
K131442,2024-08,19,38
K131442,2024-09,11,30
K131442,2024-10,16,26
K131442,2024-11,16,38
K131442,2024-12,9,35
K131442,2025-01,11,45
K131442,2025-02,19,45
K131442,2025-03,4,35
K131442,2025-04,10,49
K131442,2025-05,10,42
K131442,2025-06,12,34
K131442,2025-07,18,27
K131442,2025-08,14,31
K131442,2025-09,11,36
K131442,2025-10,11,33
K131442,2025-11,7,35
K131442,2025-12,9,38
K131443,2024-01,16,39
K131443,2024-02,12,35
K131443,2024-03,12,44
K131443,2024-04,19,47
K131443,2024-05,12,44
K131443,2024-06,1,36
K131443,2024-07,10,32
K131443,2024-08,10,34
K131443,2024-09,15,34
K131443,2024-10,11,37
K131443,2024-11,11,38
K131443,2024-12,19,43
K131443,2025-01,17,35
K131443,2025-02,18,38
K131443,2025-03,9,51
K131443,2025-04,6,36
K131443,2025-05,19,39
K131443,2025-06,12,48
K131443,2025-07,9,43
K131443,2025-08,10,34
K131443,2025-09,21,38
K131443,2025-10,9,36
K131443,2025-11,15,39
K131443,2025-12,20,31
K131444,2024-01,6,30
K131444,2024-02,9,25
K131444,2024-03,8,24
K131444,2024-04,4,18
K131444,2024-05,7,27
K131444,2024-06,3,21
K131444,2024-07,8,14
K131444,2024-08,6,20
K131444,2024-09,5,20
K131444,2024-10,5,18
K131444,2024-11,4,26
K131444,2024-12,14,17
K131444,2025-01,5,24
K131444,2025-02,4,30
K131444,2025-03,9,22
K131444,2025-04,2,21
K131444,2025-05,8,25
K131444,2025-06,9,34
K131444,2025-07,9,23
K131444,2025-08,7,26
K131444,2025-09,3,16
K131444,2025-10,1,15
K131444,2025-11,6,22
K131444,2025-12,3,22
K131445,2024-01,26,68
K131445,2024-02,35,83
K131445,2024-03,41,96
K131445,2024-04,34,67
K131445,2024-05,30,90
K131445,2024-06,32,97
K131445,2024-07,30,85
K131445,2024-08,24,72
K131445,2024-09,20,56
K131445,2024-10,29,81
K131445,2024-11,22,75
K131445,2024-12,33,78
K131445,2025-01,29,75
K131445,2025-02,38,71
K131445,2025-03,30,90
K131445,2025-04,30,100
K131445,2025-05,20,89
K131445,2025-06,33,80
K131445,2025-07,25,76
K131445,2025-08,24,87
K131445,2025-09,37,64
K131445,2025-10,33,68
K131445,2025-11,27,77
K131445,2025-12,35,78
K131446,2024-01,18,52
K131446,2024-02,21,58
K131446,2024-03,25,49
K131446,2024-04,13,57
K131446,2024-05,22,42
K131446,2024-06,17,58
K131446,2024-07,18,48
K131446,2024-08,14,61
K131446,2024-09,13,47
K131446,2024-10,10,57
K131446,2024-11,9,53
K131446,2024-12,11,68
K131446,2025-01,18,51
K131446,2025-02,24,55
K131446,2025-03,21,54
K131446,2025-04,18,46
K131446,2025-05,20,60
K131446,2025-06,22,56
K131446,2025-07,18,59
K131446,2025-08,13,58
K131446,2025-09,19,62
K131446,2025-10,14,50
K131446,2025-11,22,45
K131446,2025-12,16,49
K131447,2024-01,15,48
K131447,2024-02,20,49
K131447,2024-03,18,40
K131447,2024-04,10,34
K131447,2024-05,19,37
K131447,2024-06,12,38
K131447,2024-07,15,28
K131447,2024-08,9,28
K131447,2024-09,17,40
K131447,2024-10,11,44
K131447,2024-11,15,40
K131447,2024-12,12,38
K131447,2025-01,11,43
K131447,2025-02,12,33
K131447,2025-03,12,45
K131447,2025-04,19,42
K131447,2025-05,21,45
K131447,2025-06,13,31
K131447,2025-07,10,35
K131447,2025-08,16,48
K131447,2025-09,9,34
K131447,2025-10,6,28
K131447,2025-11,12,43
K131447,2025-12,16,38
K131448,2024-01,14,46
K131448,2024-02,22,41
K131448,2024-03,16,48
K131448,2024-04,16,47
K131448,2024-05,18,42
K131448,2024-06,13,34
K131448,2024-07,20,52
K131448,2024-08,14,28
K131448,2024-09,11,39
K131448,2024-10,12,45
K131448,2024-11,13,49
K131448,2024-12,10,49
K131448,2025-01,26,48
K131448,2025-02,16,40
K131448,2025-03,20,44
K131448,2025-04,16,34
K131448,2025-05,17,37
K131448,2025-06,17,42
K131448,2025-07,9,39
K131448,2025-08,4,39
K131448,2025-09,11,35
K131448,2025-10,14,35
K131448,2025-11,10,25
K131448,2025-12,20,33
K131449,2024-01,8,22
K131449,2024-02,12,34
K131449,2024-03,13,28
K131449,2024-04,7,33
K131449,2024-05,5,25
K131449,2024-06,9,28
K131449,2024-07,11,22
K131449,2024-08,9,34
K131449,2024-09,6,22
K131449,2024-10,10,33
K131449,2024-11,14,25
K131449,2024-12,5,44
K131449,2025-01,8,21
K131449,2025-02,16,22
K131449,2025-03,7,27
K131449,2025-04,13,36
K131449,2025-05,10,35
K131449,2025-06,8,26
K131449,2025-07,8,38
K131449,2025-08,3,30
K131449,2025-09,13,26
K131449,2025-10,12,23
K131449,2025-11,6,41
K131449,2025-12,15,31
K131450,2024-01,5,29
K131450,2024-02,14,32
K131450,2024-03,11,41
K131450,2024-04,20,46
K131450,2024-05,16,32
K131450,2024-06,18,38
K131450,2024-07,18,37
K131450,2024-08,8,36
K131450,2024-09,14,41
K131450,2024-10,13,40
K131450,2024-11,10,43
K131450,2024-12,12,29
K131450,2025-01,20,47
K131450,2025-02,7,53
K131450,2025-03,18,53
K131450,2025-04,12,34
K131450,2025-05,11,35
K131450,2025-06,12,36
K131450,2025-07,15,45
K131450,2025-08,13,40
K131450,2025-09,10,35
K131450,2025-10,9,47
K131450,2025-11,13,29
K131450,2025-12,10,39
K131451,2024-01,27,60
K131451,2024-02,21,66
K131451,2024-03,23,77
K131451,2024-04,25,76
K131451,2024-05,31,71
K131451,2024-06,22,82
K131451,2024-07,19,67
K131451,2024-08,19,49
K131451,2024-09,22,56
K131451,2024-10,25,71
K131451,2024-11,22,63
K131451,2024-12,26,52
K131451,2025-01,21,79
K131451,2025-02,31,58
K131451,2025-03,21,59
K131451,2025-04,32,88
K131451,2025-05,24,76
K131451,2025-06,20,68
K131451,2025-07,24,62
K131451,2025-08,25,72
K131451,2025-09,25,42
K131451,2025-10,16,56
K131451,2025-11,18,60
K131451,2025-12,18,53
K131452,2024-01,1,8
K131452,2024-02,0,9
K131452,2024-03,1,15
K131452,2024-04,0,11
K131452,2024-05,1,12
K131452,2024-06,2,10
K131452,2024-07,1,5
K131452,2024-08,0,13
K131452,2024-09,0,13
K131452,2024-10,1,9
K131452,2024-11,4,3
K131452,2024-12,1,13
K131452,2025-01,0,9
K131452,2025-02,0,10
K131452,2025-03,1,8
K131452,2025-04,0,14
K131452,2025-05,1,7
K131452,2025-06,1,6
K131452,2025-07,0,15
K131452,2025-08,2,10
K131452,2025-09,1,6
K131452,2025-10,0,12
K131452,2025-11,0,7
K131452,2025-12,1,9
K131453,2024-01,14,56
K131453,2024-02,11,44
K131453,2024-03,16,45
K131453,2024-04,13,37
K131453,2024-05,23,62
K131453,2024-06,14,34
K131453,2024-07,17,35
K131453,2024-08,9,38
K131453,2024-09,12,46
K131453,2024-10,9,45
K131453,2024-11,20,39
K131453,2024-12,16,47
K131453,2025-01,17,52
K131453,2025-02,13,67
K131453,2025-03,18,49
K131453,2025-04,14,43
K131453,2025-05,21,40
K131453,2025-06,17,36
K131453,2025-07,14,39
K131453,2025-08,17,42
K131453,2025-09,11,38
K131453,2025-10,18,30
K131453,2025-11,18,44
K131453,2025-12,14,35
K131454,2024-01,19,48
K131454,2024-02,16,51
K131454,2024-03,16,44
K131454,2024-04,14,43
K131454,2024-05,13,43
K131454,2024-06,17,39
K131454,2024-07,21,45
K131454,2024-08,16,33
K131454,2024-09,10,49
K131454,2024-10,12,48
K131454,2024-11,15,44
K131454,2024-12,13,42
K131454,2025-01,14,42
K131454,2025-02,14,40
K131454,2025-03,17,45
K131454,2025-04,12,46
K131454,2025-05,14,45
K131454,2025-06,12,42
K131454,2025-07,24,44
K131454,2025-08,11,51
K131454,2025-09,12,52
K131454,2025-10,11,50
K131454,2025-11,6,39
K131454,2025-12,9,31
K131455,2024-01,4,24
K131455,2024-02,6,24
K131455,2024-03,12,18
K131455,2024-04,11,28
K131455,2024-05,5,18
K131455,2024-06,5,14
K131455,2024-07,5,25
K131455,2024-08,4,16
K131455,2024-09,3,18
K131455,2024-10,2,15
K131455,2024-11,2,26
K131455,2024-12,4,23
K131455,2025-01,7,23
K131455,2025-02,7,18
K131455,2025-03,2,13
K131455,2025-04,5,24
K131455,2025-05,4,20
K131455,2025-06,4,27
K131455,2025-07,4,26
K131455,2025-08,4,18
K131455,2025-09,4,19
K131455,2025-10,7,16
K131455,2025-11,5,25
K131455,2025-12,4,9
K131456,2024-01,12,36
K131456,2024-02,17,32
K131456,2024-03,10,32
K131456,2024-04,13,32
K131456,2024-05,14,28
K131456,2024-06,5,39
K131456,2024-07,9,26
K131456,2024-08,13,34
K131456,2024-09,6,21
K131456,2024-10,8,24
K131456,2024-11,12,26
K131456,2024-12,10,32
K131456,2025-01,13,37
K131456,2025-02,6,46
K131456,2025-03,9,31
K131456,2025-04,15,37
K131456,2025-05,14,29
K131456,2025-06,7,33
K131456,2025-07,9,29
K131456,2025-08,9,22
K131456,2025-09,14,23
K131456,2025-10,16,35
K131456,2025-11,15,22
K131456,2025-12,7,21
K131457,2024-01,23,77
K131457,2024-02,15,62
K131457,2024-03,35,73
K131457,2024-04,22,60
K131457,2024-05,27,59
K131457,2024-06,19,58
K131457,2024-07,21,62
K131457,2024-08,10,54
K131457,2024-09,18,67
K131457,2024-10,17,58
K131457,2024-11,16,64
K131457,2024-12,30,64
K131457,2025-01,19,62
K131457,2025-02,18,44
K131457,2025-03,27,64
K131457,2025-04,29,74
K131457,2025-05,22,75
K131457,2025-06,22,59
K131457,2025-07,22,48
K131457,2025-08,20,60
K131457,2025-09,24,54
K131457,2025-10,23,61
K131457,2025-11,19,64
K131457,2025-12,32,63
K131458,2024-01,8,28
K131458,2024-02,15,33
K131458,2024-03,15,36
K131458,2024-04,11,32
K131458,2024-05,5,39
K131458,2024-06,17,34
K131458,2024-07,11,24
K131458,2024-08,6,25
K131458,2024-09,11,33
K131458,2024-10,11,23
K131458,2024-11,8,27
K131458,2024-12,10,33
K131458,2025-01,6,40
K131458,2025-02,18,38
K131458,2025-03,9,27
K131458,2025-04,12,43
K131458,2025-05,12,24
K131458,2025-06,10,38
K131458,2025-07,9,46
K131458,2025-08,9,29
K131458,2025-09,4,24
K131458,2025-10,6,31
K131458,2025-11,12,25
K131458,2025-12,8,35
K131459,2024-01,30,74
K131459,2024-02,24,68
K131459,2024-03,25,51
K131459,2024-04,23,58
K131459,2024-05,19,81
K131459,2024-06,29,73
K131459,2024-07,25,58
K131459,2024-08,27,62
K131459,2024-09,22,66
K131459,2024-10,24,60
K131459,2024-11,26,69
K131459,2024-12,22,62
K131459,2025-01,29,73
K131459,2025-02,29,63
K131459,2025-03,32,82
K131459,2025-04,24,73
K131459,2025-05,33,68
K131459,2025-06,17,42
K131459,2025-07,22,70
K131459,2025-08,19,63
K131459,2025-09,22,66
K131459,2025-10,27,57
K131459,2025-11,29,50
K131459,2025-12,29,53
K131460,2024-01,21,41
K131460,2024-02,21,55
K131460,2024-03,25,37
K131460,2024-04,26,63
K131460,2024-05,12,61
K131460,2024-06,14,54
K131460,2024-07,26,43
K131460,2024-08,16,39
K131460,2024-09,20,43
K131460,2024-10,9,40
K131460,2024-11,27,56
K131460,2024-12,19,42
K131460,2025-01,18,39
K131460,2025-02,18,46
K131460,2025-03,25,46
K131460,2025-04,13,56
K131460,2025-05,14,41
K131460,2025-06,14,47
K131460,2025-07,20,57
K131460,2025-08,19,48
K131460,2025-09,17,40
K131460,2025-10,14,51
K131460,2025-11,19,59
K131460,2025-12,24,50
K131461,2024-01,19,50
K131461,2024-02,21,52
K131461,2024-03,7,41
K131461,2024-04,27,37
K131461,2024-05,30,65
K131461,2024-06,17,70
K131461,2024-07,15,66
K131461,2024-08,28,72
K131461,2024-09,17,49
K131461,2024-10,17,56
K131461,2024-11,16,44
K131461,2024-12,13,61
K131461,2025-01,24,60
K131461,2025-02,19,56
K131461,2025-03,25,47
K131461,2025-04,16,56
K131461,2025-05,24,61
K131461,2025-06,20,71
K131461,2025-07,21,49
K131461,2025-08,18,59
K131461,2025-09,18,47
K131461,2025-10,13,44
K131461,2025-11,12,36
K131461,2025-12,16,32
K131462,2024-01,4,18
K131462,2024-02,4,22
K131462,2024-03,9,26
K131462,2024-04,8,26
K131462,2024-05,7,23
K131462,2024-06,5,20
K131462,2024-07,4,27
K131462,2024-08,6,28
K131462,2024-09,8,15
K131462,2024-10,9,18
K131462,2024-11,8,20
K131462,2024-12,4,23
K131462,2025-01,2,22
K131462,2025-02,5,25
K131462,2025-03,9,25
K131462,2025-04,3,24
K131462,2025-05,1,19
K131462,2025-06,5,13
K131462,2025-07,5,19
K131462,2025-08,3,19
K131462,2025-09,4,19
K131462,2025-10,4,20
K131462,2025-11,5,14
K131462,2025-12,3,26
K131463,2024-01,11,34
K131463,2024-02,3,23
K131463,2024-03,16,32
K131463,2024-04,16,53
K131463,2024-05,10,23
K131463,2024-06,11,39
K131463,2024-07,14,36
K131463,2024-08,19,29
K131463,2024-09,8,37
K131463,2024-10,9,31
K131463,2024-11,14,39
K131463,2024-12,9,55
K131463,2025-01,11,59
K131463,2025-02,21,51
K131463,2025-03,12,44
K131463,2025-04,12,39
K131463,2025-05,13,31
K131463,2025-06,8,32
K131463,2025-07,15,42
K131463,2025-08,8,35
K131463,2025-09,9,43
K131463,2025-10,7,40
K131463,2025-11,13,35
K131463,2025-12,10,38
K131464,2024-01,5,28
K131464,2024-02,15,36
K131464,2024-03,10,38
K131464,2024-04,13,36
K131464,2024-05,20,27
K131464,2024-06,13,34
K131464,2024-07,6,37
K131464,2024-08,9,30
K131464,2024-09,12,30
K131464,2024-10,6,38
K131464,2024-11,15,46
K131464,2024-12,12,32
K131464,2025-01,5,41
K131464,2025-02,11,33
K131464,2025-03,6,32
K131464,2025-04,15,50
K131464,2025-05,5,44
K131464,2025-06,5,31
K131464,2025-07,10,33
K131464,2025-08,14,35
K131464,2025-09,14,21
K131464,2025-10,13,31
K131464,2025-11,16,38
K131464,2025-12,9,32
K131465,2024-01,10,25
K131465,2024-02,11,32
K131465,2024-03,8,35
K131465,2024-04,12,38
K131465,2024-05,4,33
K131465,2024-06,8,26
K131465,2024-07,13,37
K131465,2024-08,5,28
K131465,2024-09,11,40
K131465,2024-10,13,30
K131465,2024-11,9,28
K131465,2024-12,14,26
K131465,2025-01,13,28
K131465,2025-02,9,32
K131465,2025-03,4,38
K131465,2025-04,12,31
K131465,2025-05,16,46
K131465,2025-06,19,30
K131465,2025-07,8,33
K131465,2025-08,12,39
K131465,2025-09,11,32
K131465,2025-10,7,30
K131465,2025-11,8,21
K131465,2025-12,13,30
K131466,2024-01,16,46
K131466,2024-02,18,44
K131466,2024-03,23,53
K131466,2024-04,26,56
K131466,2024-05,13,56
K131466,2024-06,15,36
K131466,2024-07,12,47
K131466,2024-08,26,40
K131466,2024-09,17,44
K131466,2024-10,20,44
K131466,2024-11,13,41
K131466,2024-12,19,52
K131466,2025-01,15,51
K131466,2025-02,12,41
K131466,2025-03,19,51
K131466,2025-04,24,56
K131466,2025-05,21,59
K131466,2025-06,13,47
K131466,2025-07,17,66
K131466,2025-08,13,50
K131466,2025-09,12,56
K131466,2025-10,16,45
K131466,2025-11,23,43
K131466,2025-12,19,39
K131467,2024-01,16,48
K131467,2024-02,7,38
K131467,2024-03,23,43
K131467,2024-04,16,41
K131467,2024-05,18,45
K131467,2024-06,12,41
K131467,2024-07,22,46
K131467,2024-08,17,37
K131467,2024-09,20,35
K131467,2024-10,10,33
K131467,2024-11,13,47
K131467,2024-12,21,40
K131467,2025-01,8,37
K131467,2025-02,14,32
K131467,2025-03,13,36
K131467,2025-04,13,33
K131467,2025-05,16,56
K131467,2025-06,13,30
K131467,2025-07,14,41
K131467,2025-08,11,43
K131467,2025-09,8,37
K131467,2025-10,12,32
K131467,2025-11,19,34
K131467,2025-12,7,34
K131468,2024-01,3,20
K131468,2024-02,12,16
K131468,2024-03,3,17
K131468,2024-04,5,14
K131468,2024-05,2,13
K131468,2024-06,6,18
K131468,2024-07,2,20
K131468,2024-08,3,22
K131468,2024-09,2,9
K131468,2024-10,3,16
K131468,2024-11,1,21
K131468,2024-12,2,24
K131468,2025-01,4,12
K131468,2025-02,7,20
K131468,2025-03,2,18
K131468,2025-04,3,18
K131468,2025-05,3,15
K131468,2025-06,1,22
K131468,2025-07,1,22
K131468,2025-08,4,18
K131468,2025-09,4,20
K131468,2025-10,3,10
K131468,2025-11,0,13
K131468,2025-12,2,17
K131469,2024-01,23,45
K131469,2024-02,18,55
K131469,2024-03,26,48
K131469,2024-04,18,42
K131469,2024-05,12,44
K131469,2024-06,12,52
K131469,2024-07,12,53
K131469,2024-08,25,44
K131469,2024-09,19,39
K131469,2024-10,15,53
K131469,2024-11,15,56
K131469,2024-12,24,42
K131469,2025-01,17,55
K131469,2025-02,15,50
K131469,2025-03,22,54
K131469,2025-04,22,51
K131469,2025-05,18,46
K131469,2025-06,16,59
K131469,2025-07,25,67
K131469,2025-08,18,49
K131469,2025-09,14,43
K131469,2025-10,23,43
K131469,2025-11,10,36
K131469,2025-12,13,26
K131470,2024-01,23,32
K131470,2024-02,11,39
K131470,2024-03,10,46
K131470,2024-04,14,43
K131470,2024-05,11,37
K131470,2024-06,19,41
K131470,2024-07,15,38
K131470,2024-08,21,39
K131470,2024-09,9,37
K131470,2024-10,12,44
K131470,2024-11,15,42
K131470,2024-12,12,35
K131470,2025-01,10,45
K131470,2025-02,14,39
K131470,2025-03,16,38
K131470,2025-04,21,54
K131470,2025-05,11,33
K131470,2025-06,15,36
K131470,2025-07,12,53
K131470,2025-08,9,43
K131470,2025-09,12,34
K131470,2025-10,12,44
K131470,2025-11,12,53
K131470,2025-12,16,37
K131471,2024-01,10,31
K131471,2024-02,6,32
K131471,2024-03,5,35
K131471,2024-04,7,37
K131471,2024-05,13,47
K131471,2024-06,16,27
K131471,2024-07,15,27
K131471,2024-08,10,27
K131471,2024-09,8,27
K131471,2024-10,8,29
K131471,2024-11,11,45
K131471,2024-12,13,36
K131471,2025-01,11,41
K131471,2025-02,13,34
K131471,2025-03,10,33
K131471,2025-04,6,41
K131471,2025-05,19,40
K131471,2025-06,12,31
K131471,2025-07,15,29
K131471,2025-08,10,37
K131471,2025-09,14,24
K131471,2025-10,9,34
K131471,2025-11,8,37
K131471,2025-12,6,36
K131472,2024-01,27,62
K131472,2024-02,22,79
K131472,2024-03,28,89
K131472,2024-04,36,95
K131472,2024-05,22,76
K131472,2024-06,33,84
K131472,2024-07,22,79
K131472,2024-08,22,81
K131472,2024-09,27,62
K131472,2024-10,17,50
K131472,2024-11,27,68
K131472,2024-12,28,73
K131472,2025-01,32,85
K131472,2025-02,35,82
K131472,2025-03,24,63
K131472,2025-04,27,77
K131472,2025-05,22,82
K131472,2025-06,33,69
K131472,2025-07,24,70
K131472,2025-08,21,61
K131472,2025-09,21,68
K131472,2025-10,17,69
K131472,2025-11,29,65
K131472,2025-12,26,52
K131473,2024-01,25,41
K131473,2024-02,19,42
K131473,2024-03,15,39
K131473,2024-04,12,44
K131473,2024-05,18,47
K131473,2024-06,20,43
K131473,2024-07,14,44
K131473,2024-08,18,50
K131473,2024-09,21,52
K131473,2024-10,15,55
K131473,2024-11,17,49
K131473,2024-12,19,51
