kunde_id_1,kunde_id_2,relasjon
K109134,K108793,medlaantaker
K138598,K110688,husstand
K114435,K135242,husstand
K123143,K118295,husstand
K117410,K123592,husstand
K107432,K132494,medlaantaker
K137389,K101114,husstand
K103354,K125947,husstand
K135607,K108334,husstand
K107815,K131848,husstand
K109991,K137557,medlaantaker
K138461,K116666,medlaantaker
K136698,K102672,husstand
K106838,K128844,husstand
K132016,K105768,husstand
K118985,K128810,husstand
K137326,K119766,medlaantaker
K104631,K125059,husstand
K120805,K132238,medlaantaker
K102721,K132750,husstand
K132814,K121148,husstand
K109379,K101268,husstand
K100074,K107878,husstand
K108889,K135227,medlaantaker
K102314,K102103,husstand
K123720,K106994,husstand
K100868,K119855,husstand
K105882,K104735,husstand
K131714,K108660,husstand
K129388,K120318,husstand
K122141,K124493,husstand
K133460,K133339,husstand
K119861,K104398,husstand
K123070,K113082,husstand
K110876,K129315,husstand
K109720,K135794,husstand
K127084,K105751,husstand
K130404,K137710,medlaantaker
K130910,K133481,husstand
K134872,K119743,medlaantaker
K119456,K127099,husstand
K129318,K131827,husstand
K112342,K130642,husstand
K116115,K115637,husstand
K122532,K130117,medlaantaker
K123713,K139328,husstand
K129378,K107619,husstand
K125653,K122523,husstand
K118200,K109404,husstand
K136714,K111496,husstand
K126990,K104582,husstand
K114146,K118603,husstand
K129524,K136219,husstand
K139068,K115555,medlaantaker
K138201,K125077,husstand
K127433,K115466,medlaantaker
K106726,K124044,husstand
K132710,K116304,husstand
K119187,K122011,husstand
K113748,K106690,husstand
K115436,K115919,husstand
K106780,K106331,husstand
K133970,K102728,husstand
K117137,K123096,husstand
K129399,K133046,medlaantaker
K112792,K109732,husstand
K118066,K134075,husstand
K106254,K103685,husstand
K138648,K131262,husstand
K113155,K133758,husstand
K121535,K124849,husstand
K118644,K112111,husstand
K111327,K132375,husstand
K111284,K135259,husstand
K104131,K113308,husstand
K139946,K119731,husstand
K122565,K139437,husstand
K133349,K114335,medlaantaker
K110223,K124316,husstand
K121168,K120332,husstand
K112693,K121965,husstand
K139009,K106348,medlaantaker
K114109,K112831,husstand
K124558,K101122,medlaantaker
K122054,K104244,medlaantaker
K119583,K131170,husstand
K121102,K105083,husstand
K123876,K123350,husstand
K109445,K101525,husstand
K132254,K124088,husstand
K104649,K119617,husstand
K124616,K123552,husstand
K133353,K128821,medlaantaker
K117208,K120311,medlaantaker
K100100,K103950,husstand
K131463,K108041,husstand
K139469,K103451,husstand
K107543,K120417,husstand
K135369,K135900,medlaantaker
K128814,K124412,husstand
K128289,K139036,husstand
K120388,K105561,medlaantaker
K127098,K108297,husstand
K115151,K104656,husstand
K130740,K134229,medlaantaker
K124181,K119581,medlaantaker
K114162,K122337,husstand
K109686,K116250,husstand
K138433,K138302,husstand
K128428,K123844,husstand
K102888,K131961,medlaantaker
K129508,K101505,husstand
K101565,K102480,husstand
K123101,K117913,husstand
K135977,K128097,husstand
K109501,K135390,husstand
K118844,K131713,husstand
K115576,K139058,husstand
K126272,K127166,medlaantaker
K138059,K118160,medlaantaker
K115665,K112877,medlaantaker
K124546,K139295,husstand
K122416,K110241,medlaantaker
K112938,K118087,medlaantaker
K129709,K127275,medlaantaker
K125877,K106514,husstand
K138823,K138535,husstand
K116747,K128629,husstand
K111537,K114890,husstand
K121996,K134668,husstand
K137566,K120267,husstand
K136862,K116510,husstand
K107618,K108536,husstand
K111726,K125293,husstand
K121177,K139321,husstand
K131586,K127280,medlaantaker
K131978,K110522,medlaantaker
K103833,K136504,husstand
K130798,K120744,husstand
K131594,K137663,husstand
K121239,K125726,husstand
K117146,K137837,medlaantaker
K110982,K126423,husstand
K132796,K123604,husstand
K117263,K134797,husstand
K122022,K136388,husstand
K121581,K128796,husstand
K122837,K122773,husstand
K109109,K112519,husstand
K133435,K135363,medlaantaker
K112006,K125693,medlaantaker
K104784,K117416,husstand
K112506,K109381,husstand
K129626,K106661,husstand
K134513,K135768,husstand
K131830,K100008,medlaantaker
K122991,K139885,husstand
K119916,K115157,medlaantaker
K105713,K125828,husstand
K139144,K122182,husstand
K138722,K120400,husstand
K124666,K109052,husstand
K135452,K136108,husstand
K130365,K138650,husstand
K113874,K101301,husstand
K119230,K124098,husstand
K126624,K115944,husstand
K135895,K127273,husstand
K116430,K108629,husstand
K119149,K129823,medlaantaker
K116920,K112423,medlaantaker
K107896,K118535,medlaantaker
K108972,K139787,husstand
K125402,K118588,husstand
K128641,K110790,husstand
K117969,K118645,husstand
K108997,K134256,husstand
K126784,K100200,husstand
K117160,K116607,husstand
K137296,K100517,medlaantaker
K134601,K113603,husstand
K110310,K128877,husstand
K114123,K138116,husstand
K123356,K128243,husstand
K135625,K115690,husstand
K102531,K138048,husstand
K115850,K134448,husstand
K110725,K112215,husstand
K108283,K114269,husstand
K128965,K113061,husstand
K110230,K136744,husstand
K108698,K130711,husstand
K119380,K115366,medlaantaker
K116643,K119931,husstand
K138386,K132919,medlaantaker
K119779,K116609,husstand
K110379,K131386,husstand
K113622,K113627,husstand
K118378,K114587,husstand
K125034,K111839,husstand
K117597,K126083,husstand
K133935,K135307,husstand
K123020,K130238,husstand
K106877,K104064,husstand
K138087,K114823,husstand
K137095,K114110,medlaantaker
K129225,K124278,medlaantaker
K132553,K136925,husstand
K109925,K109363,medlaantaker
K106677,K100861,husstand
K139227,K117896,husstand
K117694,K115861,husstand
K130779,K106427,medlaantaker
K131468,K137308,husstand
K111625,K131599,husstand
K114677,K133437,husstand
K119282,K105189,husstand
K111130,K116342,husstand
K126108,K139989,husstand
K112734,K107709,medlaantaker
K116987,K137672,husstand
K105758,K111174,medlaantaker
K113756,K133009,medlaantaker
K116754,K103581,husstand
K133548,K128405,husstand
K102715,K136710,husstand
K131796,K123766,husstand
K116343,K104402,husstand
K125948,K118696,husstand
K109602,K138241,medlaantaker
K135868,K122777,husstand
K129636,K109709,husstand
K124120,K131589,husstand
K116315,K118991,husstand
K117384,K132577,medlaantaker
K137287,K138533,husstand
K113772,K125507,husstand
K138876,K102806,medlaantaker
K133057,K117038,husstand
K122079,K101391,husstand
K129208,K122261,husstand
K135685,K112042,husstand
K128937,K126500,husstand
K109873,K112726,husstand
K125603,K129114,husstand
K105017,K128169,husstand
K119438,K128244,husstand
K132318,K118759,husstand
K107886,K105407,husstand
K110712,K138611,husstand
K118540,K125393,husstand
K109748,K125659,husstand
K130367,K104870,husstand
K105884,K127428,husstand
K112230,K130154,husstand
K126917,K107514,husstand
K113879,K125967,husstand
K135686,K106251,husstand
K123308,K128230,medlaantaker
K136596,K134140,medlaantaker
K102439,K128048,medlaantaker
K135648,K110950,medlaantaker
K108248,K105907,husstand
K105453,K130159,husstand
K103755,K102354,husstand
K138527,K124239,husstand
K100013,K114906,husstand
K124868,K123124,husstand
K133730,K138898,husstand
K124801,K100691,husstand
K114250,K103766,medlaantaker
K113509,K103389,husstand
K113263,K133993,husstand
K120574,K110952,husstand
K129960,K124717,husstand
K136749,K104424,husstand
K139740,K129100,husstand
K139886,K102201,medlaantaker
K112254,K117745,husstand
K118179,K136124,husstand
K134063,K114448,husstand
K110834,K139991,husstand
K106446,K108818,husstand
K139874,K137311,husstand
K119711,K110531,husstand
K133073,K135392,husstand
K118709,K109248,husstand
K137058,K116703,husstand
K106844,K102149,husstand
K116354,K122872,husstand
K124925,K113037,medlaantaker
K109756,K116914,husstand
K112749,K119174,medlaantaker
K119552,K125196,husstand
K102366,K133767,husstand
K121894,K134173,husstand
K139338,K126049,husstand
K111273,K117188,husstand
K132266,K126663,medlaantaker
K136503,K135844,medlaantaker
K110406,K116366,husstand
K121652,K121619,husstand
K110018,K120561,husstand
K138931,K121891,husstand
K106894,K118220,husstand
K139404,K109365,husstand
K112479,K139664,medlaantaker
K124362,K135366,husstand
K109426,K115308,husstand
K121098,K107314,husstand
K105384,K118438,husstand
K135362,K131296,husstand
K100828,K120207,medlaantaker
K104225,K122212,husstand
K138336,K134009,husstand
K138990,K134633,husstand
K112789,K108492,husstand
K128463,K124492,husstand
K126507,K112574,husstand
K106201,K107317,husstand
K116830,K103015,husstand
K120101,K132162,medlaantaker
K100869,K119967,medlaantaker
K107195,K107608,husstand
K106990,K128016,husstand
K117133,K123387,husstand
K118332,K122959,husstand
K118007,K110667,husstand
K132889,K107884,husstand
K124237,K118798,husstand
K128343,K114943,husstand
K109346,K119943,husstand
K133639,K126217,husstand
K139653,K126740,husstand
K108007,K112425,husstand
K117974,K130378,husstand
K119184,K101493,husstand
K119658,K106563,medlaantaker
K114546,K122429,medlaantaker
K124132,K108237,husstand
K107699,K123632,husstand
K106311,K107944,husstand
K129026,K139724,husstand
K134529,K106788,medlaantaker
K123278,K106038,husstand
K108424,K106084,husstand
K104477,K137755,husstand
K118005,K112535,husstand
K119315,K136104,husstand
K121769,K134724,husstand
K108611,K112110,husstand
K139643,K115210,husstand
K122538,K126224,medlaantaker
K117557,K130962,husstand
K138448,K129698,husstand
K115615,K105095,husstand
K110426,K103359,husstand
K108221,K102057,husstand
K113720,K118786,husstand
K112224,K135037,medlaantaker
K130362,K109713,husstand
K138414,K138832,husstand
K133819,K120776,husstand
K118653,K121195,husstand
K111637,K112578,husstand
K112051,K135791,husstand
K124426,K127569,husstand
K111807,K102614,medlaantaker
K118674,K117501,medlaantaker
K108597,K131369,husstand
K106571,K127646,husstand
K132724,K117058,husstand
K107748,K129052,husstand
K116895,K108185,husstand
K129720,K129165,husstand
K132631,K106146,medlaantaker
K134216,K114924,medlaantaker
K110320,K123938,husstand
K138771,K103928,husstand
K136868,K107975,husstand
K128198,K119327,medlaantaker
K114350,K137980,husstand
K135325,K111318,husstand
K127254,K130000,husstand
K127175,K103886,husstand
K119335,K126802,husstand
K118208,K139526,husstand
K127614,K106942,husstand
K120870,K108523,husstand
K127471,K101178,husstand
K135327,K117002,husstand
K107768,K115459,husstand
K103877,K114293,husstand
K132974,K109142,husstand
K119182,K127022,medlaantaker
K114962,K133041,husstand
K110762,K133249,husstand
K104101,K108418,husstand
K135733,K138564,medlaantaker
K112173,K109485,medlaantaker
K103439,K109319,husstand
K105444,K109256,medlaantaker
K100597,K110544,husstand
K124910,K109796,medlaantaker
K130074,K114421,husstand
K111995,K103288,husstand
K138989,K126349,husstand
K134149,K109607,husstand
K109637,K133115,husstand
K112731,K113264,medlaantaker
K102309,K103181,husstand
K111295,K128984,medlaantaker
K113273,K138329,husstand
K101461,K116613,husstand
K108111,K133067,medlaantaker
K124201,K131245,husstand
K102794,K110273,medlaantaker
K104752,K120519,husstand
K112281,K105087,medlaantaker
K117642,K112991,husstand
K130565,K139642,husstand
K102775,K116561,husstand
K139272,K124896,husstand
K115768,K105168,husstand
K131458,K100421,husstand
K134394,K131058,husstand
K106776,K130867,husstand
K117756,K123125,husstand
K106700,K126412,husstand
K106183,K111693,medlaantaker
K117050,K122888,husstand
K102250,K103740,husstand
K132597,K137375,medlaantaker
K121187,K136031,husstand
K117466,K134617,medlaantaker
K138608,K131026,husstand
K105551,K114858,husstand
K137358,K100575,husstand
K131443,K126527,husstand
K131083,K123869,medlaantaker
K133371,K129030,husstand
K127823,K115432,husstand
K125920,K131332,husstand
K135204,K109310,husstand
K108910,K130300,husstand
K135052,K122619,husstand
K122025,K116733,husstand
K103093,K139997,husstand
K134164,K109402,medlaantaker
K133319,K113560,husstand
K129781,K120307,husstand
K124367,K112526,husstand
K117633,K121479,husstand
K120327,K116005,medlaantaker
K100577,K134433,medlaantaker
K108582,K108850,husstand
K126323,K100321,medlaantaker
K115408,K133427,husstand
K107855,K118913,husstand
K107234,K103557,husstand
K110041,K114950,medlaantaker
K120179,K114138,medlaantaker
K124643,K104252,husstand
K121871,K108901,husstand
K126252,K117962,husstand
K116563,K122737,husstand
K104541,K134077,husstand
K135237,K114989,husstand
K121622,K120999,husstand
K130571,K139137,husstand
K118618,K105682,husstand
K114503,K135371,medlaantaker
K137341,K105903,husstand
K119064,K135166,husstand
K110697,K135082,husstand
K133955,K139150,husstand
K112008,K100246,husstand
K122448,K123637,husstand
K108576,K106364,husstand
K137077,K109930,husstand
K116565,K108989,husstand
K138590,K135224,husstand
K124208,K103506,medlaantaker
K112553,K136236,husstand
K122812,K120668,medlaantaker
K107904,K121459,husstand
K111107,K118149,husstand
K106098,K120049,husstand
K132702,K110944,husstand
K138647,K110054,husstand
K116908,K139047,husstand
K115184,K115812,husstand
K102601,K124365,medlaantaker
K111121,K105128,husstand
K109167,K138164,husstand
K134023,K103650,husstand
K119096,K133378,husstand
K104754,K123538,husstand
K122223,K129921,medlaantaker
K105103,K101522,husstand
K107511,K120771,medlaantaker
K117070,K115178,husstand
K101967,K118713,husstand
K124145,K112046,husstand
K135735,K135256,husstand
K106755,K110410,husstand
K106313,K124454,medlaantaker
K109639,K118270,husstand
K135059,K137271,medlaantaker
K126319,K136163,husstand
K108086,K114316,medlaantaker
K117598,K128273,husstand
K100727,K132817,husstand
K135079,K135608,husstand
K107225,K133613,husstand
K108667,K115955,husstand
K129813,K139638,husstand
K129041,K133320,husstand
K117269,K130949,husstand
K121759,K123863,husstand
K114343,K134198,husstand
K139302,K131962,husstand
K116417,K109156,husstand
K137285,K118446,husstand
K120398,K123866,husstand
K104669,K130152,husstand
K107595,K125120,husstand
K139964,K135958,husstand
K131166,K110202,medlaantaker
K132383,K125576,husstand
K100099,K111577,husstand
K107347,K120443,husstand
K126639,K121825,husstand
K111741,K134115,husstand
K103562,K132883,husstand
K129345,K100021,husstand
K105327,K115318,husstand
K119150,K125534,husstand
K112167,K130594,medlaantaker
K103325,K137934,husstand
K132896,K138213,husstand
K131038,K100709,husstand
K126851,K126227,husstand
K126118,K121930,husstand
K139480,K114321,husstand
K120629,K106799,husstand
K139314,K124450,husstand
K120611,K137544,husstand
K122487,K104596,medlaantaker
K136247,K137795,husstand
K132572,K126389,husstand
K125596,K131387,husstand
K139353,K138588,husstand
K118730,K115025,husstand
K106463,K131142,husstand
K139315,K106513,husstand
K139512,K107821,husstand
K102669,K102292,husstand
K129330,K104151,husstand
K108214,K127463,medlaantaker
K117367,K129253,husstand
K126666,K113423,husstand
K115004,K115401,husstand
K125620,K134133,husstand
K124378,K134801,husstand
K103440,K113550,medlaantaker
K135969,K135438,husstand
K131607,K119775,husstand
K129650,K139520,medlaantaker
K105246,K106416,medlaantaker
K131177,K128101,medlaantaker
K125117,K103380,husstand
K108979,K133216,husstand
K129634,K138644,medlaantaker
K100389,K106794,husstand
K103947,K106065,husstand
K118769,K106711,husstand
K135467,K117535,husstand
K136151,K124002,medlaantaker
K133242,K117480,husstand
K123564,K121300,husstand
K100075,K125067,medlaantaker
K125756,K131901,husstand
K111603,K137054,husstand
K128711,K137134,husstand
K138794,K124551,husstand
K102518,K133331,husstand
K126250,K119039,husstand
K125790,K118070,medlaantaker
K127014,K117619,husstand
K136893,K101837,husstand
K108945,K105193,husstand
K110990,K127086,husstand
K125079,K123093,husstand
K122642,K101078,husstand
K133120,K106825,husstand
K106008,K103212,medlaantaker
K128166,K139345,husstand
K126991,K134249,husstand
K104096,K117304,husstand
K137846,K137570,medlaantaker
K115232,K125395,husstand
K138742,K100735,husstand
K106546,K102737,medlaantaker
K139915,K109225,husstand
K129566,K102853,husstand
K128736,K135273,husstand
K115611,K132821,husstand
K133266,K134779,husstand
K128663,K133106,husstand
K102131,K115074,husstand
K137738,K106666,husstand
K134606,K133792,medlaantaker
K123102,K139552,husstand
K107097,K129873,husstand
K100844,K124491,medlaantaker
K124533,K108464,husstand
K109862,K137365,husstand
K114885,K124914,husstand
K100985,K121549,husstand
K109068,K128267,husstand
K118522,K133493,husstand
K119598,K132386,husstand
K118213,K124548,husstand
K128665,K101168,husstand
K131655,K124360,husstand
K113305,K110638,husstand
K101347,K128551,husstand
K125135,K116685,husstand
K105061,K118795,medlaantaker
K116060,K115416,husstand
K133825,K105911,husstand
K129640,K114331,husstand
K101724,K131502,husstand
K125971,K113639,husstand
K124952,K134253,medlaantaker
K120259,K123400,husstand
K121696,K125317,husstand
K102002,K135561,husstand
K124331,K101728,husstand
K137572,K116928,husstand
K123612,K101109,husstand
K122149,K108939,husstand
K110195,K105684,husstand
K114636,K131181,husstand
K131722,K115723,husstand
K117233,K115569,husstand
K125332,K134172,husstand
K119402,K121395,husstand
K113385,K105527,husstand
K136668,K110240,husstand
K119634,K105218,husstand
K138504,K119294,husstand
K109092,K128064,husstand
K117478,K122097,husstand
K133521,K132397,husstand
K124329,K137118,husstand
K123247,K138183,husstand
K121137,K111123,husstand
K139816,K105843,husstand
K131532,K109898,medlaantaker
K134180,K112617,medlaantaker
K131472,K121980,husstand
K103467,K134438,husstand
K135684,K102298,husstand
K107229,K106847,husstand
K124146,K115746,husstand
K111427,K110590,husstand
K130016,K113991,medlaantaker
K107885,K136802,husstand
K124881,K107436,husstand
K113486,K138067,medlaantaker
K118178,K133238,husstand
K120401,K110282,husstand
K131706,K111968,husstand
K111411,K128103,medlaantaker
K113329,K117066,medlaantaker
K110912,K120692,husstand
K116883,K127265,medlaantaker
K121850,K133459,husstand
K136916,K138769,husstand
K106676,K102982,husstand
K125846,K135348,husstand
K103447,K126694,husstand
K113774,K123682,husstand
K117036,K132175,husstand
K102264,K115367,husstand
K111110,K107460,husstand
K102714,K117959,husstand
K101854,K133155,husstand
K130393,K115262,medlaantaker
K133874,K129707,husstand
K121690,K125993,medlaantaker
K119218,K138816,husstand
K129316,K116834,husstand
K109340,K121525,medlaantaker
K124663,K123842,husstand
K128787,K121349,husstand
K123961,K126705,husstand
K135959,K114551,husstand
K119825,K109357,husstand
K123672,K105062,husstand
K104485,K113510,husstand
K135168,K116282,husstand
K138208,K111055,husstand
K106137,K117734,husstand
K128522,K102640,husstand
K106452,K126741,husstand
K135993,K125872,husstand
K119153,K112864,husstand
K104446,K113742,husstand
K124001,K109206,medlaantaker
K138402,K115781,husstand
K109635,K120642,husstand
K117345,K108955,husstand
K114318,K133563,husstand
K120132,K123426,husstand
K125369,K118923,husstand
K109422,K108763,husstand
K107131,K122312,husstand
K135263,K123429,husstand
K118204,K129897,medlaantaker
K130332,K138009,husstand
K116860,K134019,husstand
K110227,K105320,husstand
K139214,K120465,husstand
K139202,K107697,husstand
K124301,K101661,husstand
K117951,K108327,husstand
K111198,K115667,medlaantaker
K121567,K106730,husstand
K109578,K111641,husstand
K109476,K129129,husstand
K137877,K105671,husstand
K130001,K116404,husstand
K108510,K133158,husstand
K123012,K112642,husstand
K119372,K122424,medlaantaker
K139303,K134592,husstand
K138782,K127147,medlaantaker
K112956,K109270,medlaantaker
K112514,K105858,husstand
K101121,K131450,husstand
K110741,K120408,husstand
K136953,K124761,husstand
K121940,K127114,husstand
K116004,K114868,husstand
K116158,K123458,husstand
K124746,K108053,husstand
K111863,K103528,husstand
K127567,K117793,husstand
K126185,K100244,husstand
K117682,K104379,medlaantaker
K120262,K103143,husstand
K132476,K139781,medlaantaker
K118771,K105472,husstand
K127607,K122281,husstand
K118667,K105660,husstand
K139154,K106294,husstand
K109802,K115511,medlaantaker
K114487,K101984,husstand
K133632,K108218,husstand
K127786,K109432,husstand
K113150,K137007,husstand
K114699,K139436,husstand
K137683,K110538,medlaantaker
K108986,K117518,medlaantaker
K106667,K133763,husstand
K107393,K137969,medlaantaker
K113342,K122148,husstand
K114482,K133584,husstand
K130855,K106257,husstand
K101529,K127436,husstand
K118223,K100484,husstand
K136634,K134109,husstand
K114492,K112609,husstand
K139439,K110819,husstand
K122917,K122897,husstand
K102656,K127955,husstand
K118876,K113666,husstand
K136707,K118672,husstand
K114117,K113796,husstand
K118207,K131723,husstand
K136173,K115338,husstand
K118403,K128263,husstand
K134811,K106831,husstand
K122764,K101951,medlaantaker
K119132,K130459,medlaantaker
K113552,K104213,husstand
K126893,K124386,husstand
K137615,K103824,husstand
K133391,K112859,medlaantaker
K120894,K105161,husstand
K128292,K136294,husstand
K129109,K108040,husstand
K114928,K100494,husstand
K104709,K125819,husstand
K109450,K131116,husstand
K137881,K101397,husstand
K110546,K134428,husstand
K124041,K110693,husstand
K130008,K134579,husstand
K104888,K109579,husstand
K106860,K121566,husstand
K111874,K115644,husstand
K118103,K106266,medlaantaker
K128596,K111468,husstand
K107213,K117068,husstand
K134844,K123187,husstand
K121342,K139339,husstand
K126551,K109515,husstand
K139760,K137415,medlaantaker
K124422,K131579,husstand
K119484,K124770,medlaantaker
K101097,K138517,medlaantaker
K133706,K104777,husstand
K123286,K136466,husstand
K121116,K111091,husstand
K118616,K124164,husstand
K130481,K119401,husstand
K121906,K102007,husstand
K104246,K116034,medlaantaker
K106708,K122127,medlaantaker
K114509,K110702,husstand
K134273,K128096,medlaantaker
K109218,K121823,medlaantaker
K128786,K102628,husstand
K127748,K137583,husstand
K122368,K123452,husstand
K120670,K102991,husstand
K122058,K111533,husstand
K110920,K138603,husstand
K113209,K120216,medlaantaker
K123658,K135450,husstand
K106785,K125730,husstand
K126629,K107587,husstand
K108968,K103019,husstand
K102060,K131514,husstand
K116003,K110191,husstand
K110568,K131754,husstand
K102020,K133820,husstand
K130140,K104804,husstand
K131772,K117232,medlaantaker
K132891,K113249,husstand
K125159,K102981,medlaantaker
K133306,K130454,husstand
K108932,K122094,husstand
K132268,K139866,medlaantaker
K119645,K118520,husstand
K115657,K120147,husstand
K117298,K110271,medlaantaker
K110934,K135232,husstand
K137447,K120628,husstand
K132153,K115529,husstand
K136525,K130296,husstand
K134549,K104005,husstand
K114585,K127490,husstand
K109325,K115075,medlaantaker
K121134,K123460,husstand
K105741,K106932,husstand
K114769,K119619,husstand
K124994,K105711,medlaantaker
K127299,K107389,medlaantaker
K105663,K107977,husstand
K126232,K120116,husstand
K110648,K116414,husstand
K119067,K108994,medlaantaker
K124917,K112088,husstand
K119509,K136420,medlaantaker
K124096,K114484,medlaantaker
K114618,K136505,medlaantaker
K121434,K121857,husstand
K129708,K101874,husstand
K125484,K116954,medlaantaker
K132928,K127080,medlaantaker
K121330,K136644,husstand
K112723,K106639,husstand
K111436,K130819,medlaantaker
K108323,K127863,medlaantaker
K135730,K123407,medlaantaker
K109232,K100806,medlaantaker
K101243,K119778,husstand
K134748,K126735,husstand
K137156,K135078,husstand
K106202,K120232,medlaantaker
K124918,K118250,husstand
K113282,K109628,husstand
K117205,K124559,husstand
K127744,K127335,medlaantaker
K134909,K104943,husstand
K130199,K109168,husstand
K126361,K130773,husstand
K129533,K109693,husstand
K124459,K115967,husstand
K101800,K107341,husstand
K134557,K126139,husstand
K139651,K132446,medlaantaker
K111217,K124982,husstand
K109174,K117105,husstand
K109742,K137306,husstand
K131295,K113848,husstand
K101438,K114169,medlaantaker
K112664,K101294,husstand
K136728,K125531,husstand
K126279,K109774,husstand
K130319,K132972,husstand
K121423,K135772,medlaantaker
K130476,K109185,husstand
K132672,K124796,husstand
K133665,K113366,husstand
K129836,K121024,husstand
K132786,K122835,husstand
K139007,K119027,husstand
K111578,K106914,husstand
K102700,K134442,husstand
K137935,K136370,husstand
K139877,K125192,husstand
K102964,K108437,husstand
K129868,K108485,husstand
K139002,K112243,husstand
K113992,K132809,husstand
K122907,K112589,husstand
K128450,K128015,medlaantaker
K130621,K121543,husstand
K117819,K121924,medlaantaker
K101289,K139408,medlaantaker
K136382,K103604,husstand
K114662,K108577,husstand
K127243,K113242,husstand
K121041,K101425,husstand
K119822,K129331,husstand
K124363,K105348,husstand
K124822,K109931,husstand
K115112,K114001,husstand
K112978,K124295,medlaantaker
K106851,K112300,husstand
K133017,K129702,husstand
K100318,K121849,husstand
K121488,K139389,husstand
K101379,K121520,husstand
K133097,K139893,husstand
K109606,K125243,husstand
K111093,K128187,husstand
K118957,K112503,husstand
K137645,K118607,medlaantaker
K137217,K115596,husstand
K104787,K132289,husstand
K122740,K118072,husstand
K118064,K127279,husstand
K102667,K114352,husstand
K121578,K103543,medlaantaker
K112650,K121360,medlaantaker
K110272,K132757,medlaantaker
K130310,K113454,husstand
K105002,K130295,husstand
K138927,K107488,husstand
K105598,K136654,husstand
K101315,K106492,medlaantaker
K114697,K137386,medlaantaker
K137420,K112470,husstand
K111584,K122398,medlaantaker
K117980,K124999,husstand
K101899,K137472,medlaantaker
K124138,K114053,husstand
K110044,K116793,husstand
K134520,K132199,husstand
K126082,K118874,husstand
K112465,K131439,husstand
K108337,K106868,husstand
K101808,K137194,husstand
K113692,K114035,medlaantaker
K120323,K133409,husstand
K129242,K114249,husstand
K134589,K100014,medlaantaker
K119004,K105023,husstand
K110562,K124397,medlaantaker
K104554,K104032,husstand
K137914,K115608,husstand
K114179,K126590,husstand
K101411,K121814,husstand
K125801,K119793,husstand
K128846,K132392,husstand
K112421,K112694,husstand
K110063,K123901,husstand
K136530,K139337,husstand
K127030,K115960,medlaantaker
K138932,K107535,husstand
K103289,K119591,husstand
K100219,K102912,husstand
K127655,K112382,husstand
K116897,K106312,medlaantaker
K132595,K118445,medlaantaker
K104230,K102273,medlaantaker
K127395,K136818,husstand
K134378,K122594,husstand
K100156,K107390,medlaantaker
K118870,K136559,husstand
K110600,K108350,husstand
K114796,K134377,husstand
K110995,K131911,husstand
K117635,K120662,husstand
K112448,K105344,husstand
K123988,K133559,husstand
K106057,K100910,medlaantaker
K102287,K131804,husstand
K128944,K111324,husstand
K129997,K112615,husstand
K127270,K102266,husstand
K111223,K116981,husstand
K120048,K132211,husstand
K124057,K130172,husstand
K129787,K113888,medlaantaker
K128126,K103416,husstand
K101785,K139116,husstand
K116088,K134040,husstand
K118395,K117883,husstand
K134612,K137299,husstand
K115654,K139996,medlaantaker
K120247,K133641,medlaantaker
K138545,K117292,medlaantaker
K120746,K135320,medlaantaker
K123313,K118506,husstand
K116813,K137804,husstand
K121602,K105926,medlaantaker
K110162,K123796,medlaantaker
K117167,K132888,husstand
K113448,K104993,husstand
K130676,K103580,husstand
K112544,K128127,husstand
K102113,K136352,husstand
K113650,K103117,husstand
K117169,K111211,medlaantaker
K107402,K123446,husstand
K123818,K120826,husstand
K124229,K123558,husstand
K127504,K136473,husstand
K128560,K113205,husstand
K120493,K104144,medlaantaker
K139902,K127303,husstand
K106502,K132692,husstand
K111802,K109407,husstand
K108329,K107198,husstand
K111310,K106042,medlaantaker
K107384,K130421,medlaantaker
K134594,K138068,husstand
K126707,K124614,medlaantaker
K125119,K129516,medlaantaker
K117632,K115507,medlaantaker
K127229,K127224,husstand
K102805,K129023,husstand
K110474,K101252,husstand
K131385,K122192,husstand
K138621,K101329,husstand
K136142,K108123,husstand
K132461,K116257,husstand
K130366,K122527,medlaantaker
K137429,K130743,husstand
K134780,K137205,husstand
K107176,K135406,medlaantaker
K128301,K131949,medlaantaker
K108415,K126030,husstand
K115950,K138936,husstand
K126838,K114601,husstand
K133996,K110415,husstand
K101251,K100118,husstand
K114610,K124458,husstand
K114555,K130636,husstand
K131763,K134266,husstand
K128500,K109059,husstand
K134730,K110359,husstand
K116256,K132806,husstand
K128309,K131845,husstand
K113195,K112440,medlaantaker
K113791,K115918,medlaantaker
K114467,K133707,husstand
K126477,K109965,husstand
K128961,K126009,husstand
K109799,K108312,husstand
K103718,K105067,husstand
K123839,K130050,husstand
K125909,K114887,medlaantaker
K116973,K100067,husstand
K138139,K125240,husstand
K136495,K121057,husstand
K103069,K134906,husstand
K124668,K135190,medlaantaker
K129753,K122681,husstand
K106184,K111955,husstand
K110467,K100022,husstand
K114784,K131159,husstand
K110462,K125975,husstand
K103320,K129825,husstand
K126603,K127115,husstand
K127200,K116656,husstand
K117748,K131267,husstand
K128659,K119805,husstand
K117968,K123648,medlaantaker
K131354,K139001,husstand
K124631,K103994,medlaantaker
K105665,K100656,husstand
K125649,K105692,husstand
K106975,K134874,husstand
K120698,K137878,husstand
K111231,K136736,medlaantaker
K127668,K107787,medlaantaker
K114141,K131324,medlaantaker
K119519,K129014,husstand
