kunde_id;alder;fylke;kundeforhold_aar;antall_produkter;antall_produkter_naa;har_kundeprogram;laanebalanse;rente_boliglaan;innskudd;raadgiversamtaler_12mnd;avslutningsgebyr;avgang_6mnd
K125369;49,0;Agder;5,5;6;6;Nei;0,0;;21500,0;0;;0
K118986;32,0;Vestfold;5,0;2;2;0;2063000,0;5,61;103300,0;0;;0
K113733;66,0;Oslo;12,0;1;1;Nei;1589000,0;5,48;24900,0;0;;0
K125805;71,0;Agder;16,8;2;2;nei;3039000,0;5,03;21300,0;0;;0
K124791;47,0;Rogaland;0,2;3;3;Nei;2594000,0;5,43;213900,0;1;;0
K131625;47,0;Oslo;12,8;6;6;0;1307000,0;5,61;49900,0;0;;0
K124183;18,0;Agder;0,7;3;3;0;0,0;;287700,0;2;;0
K128337;55,0;Vestfold;6,0;3;3;JA;0,0;;22700,0;1;;0
K130912;34,0;Agder;2,9;3;4;ja;2379000,0;4,81;1134100,0;0;;0
K134318;50,0;Rogaland;2,5;5;5;0;0,0;;282400,0;0;;0
K134502;46,0;Rogaland;0,5;2;0;Nei;0,0;;247600,0;0;1558,0;1
K123671;41,0;Agder;0,2;5;5;1;0,0;;114700,0;1;;0
K125214;38,0;Vestfold;23,9;1;1;ja;0,0;;246700,0;1;;0
K139973;30,0;Telemark;2,1;5;5;0;0,0;;74100,0;0;;0
K114408;47,0;Rogaland;19,3;2;2;Ja;0,0;;135600,0;1;;0
K137115;56,0;Vestfold;6,9;2;2;JA;0,0;;124000,0;0;;0
K105417;61,0;Vestfold;2,7;6;6;nei;1948000,0;5,68;119300,0;1;;0
K101875;18,0;Rogaland;1,7;1;1;1;0,0;;4500,0;1;;0
K126010;39,0;Telemark;20,5;1;1;0;1215000,0;6,0;303900,0;0;;0
K116640;43,0;Vestfold;0,7;1;1;nei;1641000,0;5,86;120500,0;2;;0
K121198;56,0;Oslo;5,4;1;1;nei;3087000,0;5,32;179500,0;0;;0
K108918;43,0;Rogaland;40,0;3;3;JA;0,0;;210900,0;2;;0
K109982;30,0;Vestland;3,7;3;3;ja;2088000,0;5,92;116000,0;1;;0
K114173;54,0;Rogaland;9,3;4;4;ja;2168000,0;4,83;32600,0;0;;0
K124975;54,0;Rogaland;26,0;1;2;nei;2642000,0;5,43;238400,0;0;;0
K120691;47,0;Rogaland;15,8;2;2;1;771000,0;5,9;37600,0;0;;0
K130864;38,0;Rogaland;28,7;2;2;1;0,0;;20200,0;1;;0
K110661;25,0;Rogaland;7,5;5;5;Ja;3907000,0;4,73;179400,0;0;;0
K112115;34,0;Telemark;26,2;3;3;ja;1806000,0;4,9;6600,0;0;;0
K119093;35,0;Rogaland;7,7;3;2;Ja;3648000,0;5,87;156700,0;1;;0
K127928;24,0;Rogaland;0,4;5;5;nei;2893000,0;5,49;196200,0;1;;0
K133783;57,0;Telemark;6,2;3;3;Ja;0,0;;179200,0;1;;0
K116542;41,0;Agder;1,1;2;2;nei;0,0;;415000,0;0;;0
K117906;18,0;Agder;2,6;4;4;0;2683000,0;5,53;231700,0;1;;0
K122493;52,0;Rogaland;0,4;2;1;Nei;1704000,0;5,39;158100,0;0;1541,0;1
K133789;27,0;Rogaland;9,4;3;3;ja;1315000,0;5,33;53000,0;0;;0
K105079;35,0;Rogaland;0,9;4;4;ja;0,0;;95800,0;0;;0
K111932;37,0;Rogaland;2,6;2;2;0;1876000,0;5,38;167700,0;0;;0
K128173;27,0;Oslo;12,1;4;4;ja;1456000,0;5,37;130300,0;1;;0
K110647;36,0;Rogaland;5,3;3;3;1;0,0;;63400,0;1;;0
K110858;28,0;Agder;5,6;3;3;0;1602000,0;5,54;118900,0;1;;0
K138691;38,0;Vestfold;7,5;3;3;0;3381000,0;5,73;77800,0;0;;0
K103677;56,0;Rogaland;15,0;3;3;JA;1846000,0;6,21;272000,0;0;;0
K121209;29,0;Oslo;16,3;5;5;JA;0,0;;25200,0;0;;0
K118014;42,0;Rogaland;5,6;6;6;JA;0,0;;228200,0;4;;0
K127774;33,0;Vestfold;1,0;1;1;ja;2527000,0;5,7;420000,0;1;;0
K114088;65,0;Rogaland;0,6;2;2;Nei;0,0;;48400,0;1;;0
K122660;54,0;Rogaland;0,5;3;3;Ja;0,0;;17800,0;0;;0
K118264;55,0;Telemark;16,5;2;1;ja;4592000,0;5,72;254700,0;0;;0
K102205;41,0;Rogaland;8,6;3;4;JA;2225000,0;5,29;16700,0;0;;0
K120272;77,0;Vestfold;3,1;5;5;1;2464000,0;5,61;104200,0;1;;0
K132815;35,0;Vestland;8,3;4;4;Ja;0,0;;34400,0;1;;0
K123154;55,0;Rogaland;20,8;5;5;1;4036000,0;5,23;306500,0;0;;0
K131898;61,0;Rogaland;2,7;2;1;Nei;0,0;;102800,0;1;;0
K121694;44,0;Rogaland;21,9;3;3;1;2168000,0;5,39;107100,0;1;;0
K101708;62,0;Rogaland;6,2;3;3;Ja;1417000,0;5,97;100700,0;0;;0
K130229;36,0;Telemark;6,3;4;4;1;0,0;;126400,0;0;;0
K102910;38,0;Rogaland;0,2;4;4;1;3094000,0;5,25;457700,0;0;;0
K135836;33,0;Rogaland;19,0;2;1;JA;1415000,0;4,71;163000,0;0;1161,0;1
K106351;33,0;Rogaland;7,9;4;4;Ja;0,0;;41400,0;0;;0
K116626;23,0;Telemark;3,5;4;4;Ja;0,0;;567900,0;0;;0
K130836;76,0;Rogaland;17,9;3;3;1;1839000,0;5,03;34500,0;0;;0
K138799;47,0;Telemark;1,6;2;2;Nei;0,0;;102500,0;0;;0
K116092;67,0;Rogaland;4,4;8;8;Nei;0,0;;104500,0;0;;0
K110553;59,0;Rogaland;8,1;5;5;JA;1962000,0;4,58;32700,0;1;;0
K104063;36,0;Rogaland;1,5;5;5;Nei;0,0;;69000,0;0;;0
K109504;46,0;Vestfold;5,2;5;5;0;1908000,0;5,15;129200,0;1;;0
K131147;38,0;Oslo;0,9;2;2;nei;0,0;;85500,0;0;;0
K112877;66,0;Vestfold;27,1;2;2;ja;1645000,0;6,05;74600,0;2;;0
K120235;34,0;Agder;10,0;3;3;Ja;3284000,0;5,44;34100,0;0;;0
K131455;41,0;Agder;1,8;1;1;Ja;0,0;;73500,0;0;;0
K101038;59,0;Vestfold;1,8;2;0;ja;0,0;;375700,0;0;1296,0;1
K103434;26,0;Vestfold;12,8;5;5;JA;1808000,0;5,38;67400,0;0;;0
K122109;43,0;Oslo;8,4;3;4;JA;0,0;;55900,0;0;;0
K113753;66,0;Agder;13,0;4;4;0;1670000,0;5,72;376400,0;0;;0
K125119;59,0;Agder;25,3;4;4;1;1063000,0;5,83;150800,0;0;;0
K135856;69,0;Vestfold;8,5;4;4;ja;0,0;;101600,0;0;;0
K124268;48,0;Rogaland;1,3;3;3;1;1208000,0;5,26;75400,0;0;;0
K113376;59,0;Rogaland;5,4;3;3;0;3027000,0;5,45;217700,0;3;;0
K130289;66,0;Rogaland;17,4;4;4;nei;2603000,0;5,32;82400,0;1;;0
K113470;48,0;Rogaland;3,1;3;3;Nei;0,0;;27900,0;0;;0
K118358;33,0;Agder;21,6;1;1;0;0,0;;251600,0;0;;0
K101834;55,0;Agder;4,5;3;3;Ja;0,0;;150800,0;1;;0
K120686;18,0;Agder;1,1;5;5;1;0,0;;26900,0;0;;0
K128364;18,0;Rogaland;2,1;3;3;JA;0,0;;120100,0;0;;0
K137081;26,0;Rogaland;14,1;3;3;Nei;1060000,0;5,56;262600,0;1;;0
K119074;63,0;Rogaland;10,9;2;2;1;1329000,0;5,48;56700,0;1;;0
K129511;64,0;Vestland;21,3;2;3;ja;3107000,0;5,78;61100,0;0;;0
K134368;86,0;Vestland;7,8;7;7;0;0,0;;162000,0;0;;0
K120129;74,0;Telemark;0,4;2;2;1;0,0;;312200,0;1;;0
K127299;38,0;Telemark;7,5;3;3;nei;8304000,0;5,93;435200,0;0;;0
K103798;59,0;Rogaland;3,2;1;1;ja;2964000,0;5,67;79800,0;0;;0
K138065;81,0;Rogaland;5,2;1;1;nei;966000,0;5,38;195700,0;0;;0
K136721;66,0;Telemark;2,2;2;2;Nei;0,0;;749000,0;0;;0
K123439;43,0;Rogaland;11,1;2;2;0;0,0;;241600,0;0;;0
K113989;39,0;Rogaland;16,1;5;5;Ja;0,0;;330200,0;0;;0
K101273;52,0;Rogaland;10,2;3;3;1;3025000,0;6,05;33700,0;0;;0
K129218;57,0;Telemark;8,8;2;2;nei;0,0;;122700,0;0;1346,0;1
K131696;41,0;Rogaland;17,0;3;3;nei;0,0;;196700,0;0;;0
K125166;43,0;Agder;1,9;4;4;0;0,0;;28500,0;0;;0
K138017;65,0;Rogaland;0,2;6;6;Ja;0,0;;97800,0;0;;0
K105100;32,0;Oslo;5,2;3;3;Ja;0,0;;36800,0;1;;0
K134427;48,0;Telemark;4,5;3;3;ja;2214000,0;5,87;153000,0;1;;0
K103496;62,0;Agder;2,0;3;1;0;0,0;;58800,0;0;946,0;1
K100743;18,0;Rogaland;1,6;2;2;1;2288000,0;4,78;43800,0;1;;0
K101154;57,0;Agder;0,4;3;3;0;0,0;;55700,0;0;;0
K133192;24,0;Rogaland;8,3;3;3;Nei;0,0;;235300,0;1;;0
K136313;53,0;Oslo;34,7;3;3;JA;1354000,0;5,77;34500,0;0;;0
K132140;38,0;Rogaland;0,3;3;3;1;0,0;;34200,0;0;;0
K127293;51,0;Oslo;13,9;3;3;ja;1904000,0;5,81;135200,0;1;;0
K118262;57,0;Oslo;2,7;5;5;0;2491000,0;5,48;41400,0;0;;0
K112400;66,0;Telemark;1,5;3;3;JA;1963000,0;4,73;397400,0;1;;0
K116680;51,0;Agder;37,5;5;5;ja;1911000,0;5,29;162900,0;0;;0
K104769;72,0;Agder;4,3;3;3;0;0,0;;9500,0;0;;0
K135344;51,0;Agder;13,5;2;2;Ja;4014000,0;5,1;40600,0;0;;0
K138761;64,0;Rogaland;4,9;4;3;0;2454000,0;5,48;453600,0;0;;0
K100083;40,0;Telemark;12,1;2;2;nei;4512000,0;5,34;83200,0;1;;0
K131956;23,0;Vestfold;1,2;5;4;nei;3186000,0;6,01;307500,0;1;1108,0;1
K125938;52,0;Agder;4,1;4;3;0;0,0;;146900,0;0;;0
K113839;37,0;Rogaland;39,3;4;4;0;0,0;;157200,0;0;;0
K102366;64,0;Rogaland;24,0;4;3;0;0,0;;20100,0;1;1090,0;1
K116812;44,0;Agder;7,5;3;3;JA;2719000,0;5,97;797600,0;0;;0
K121406;52,0;Rogaland;8,2;4;4;1;1425000,0;5,82;87500,0;0;;0
K105604;45,0;Rogaland;23,3;2;2;Nei;0,0;;343400,0;0;;0
K114472;43,0;Vestfold;2,8;7;8;JA;0,0;;316800,0;1;;0
K112630;56,0;Vestland;1,5;3;2;Ja;1409000,0;5,27;160100,0;1;;0
K129209;39,0;Oslo;3,0;3;3;ja;1028000,0;5,16;26900,0;1;;0
K119598;54,0;Rogaland;0,8;6;7;1;2574000,0;6,08;57000,0;0;;0
K137255;39,0;Agder;9,1;5;5;Nei;704000,0;5,48;104400,0;0;;0
K128557;;Oslo;1,0;4;4;1;2613000,0;5,55;203300,0;1;;0
K112598;43,0;Vestland;8,3;4;4;0;0,0;;141400,0;0;;0
K118209;30,0;Rogaland;7,7;3;0;ja;5816000,0;5,62;955400,0;0;1426,0;1
K114102;33,0;Rogaland;9,7;3;3;nei;2506000,0;4,89;44000,0;0;;0
K138815;53,0;Rogaland;1,6;3;3;JA;1232000,0;5,63;732100,0;1;;0
K112715;32,0;Rogaland;14,6;1;1;1;0,0;;239400,0;0;;0
K126940;32,0;Agder;2,0;3;3;JA;0,0;;106500,0;0;;0
K114528;60,0;Rogaland;3,5;1;1;nei;0,0;;63900,0;0;1416,0;1
K110406;67,0;Rogaland;27,3;3;3;JA;2660000,0;5,42;268200,0;0;;0
K137111;43,0;Agder;6,7;5;5;JA;2974000,0;6,13;171700,0;2;;0
K119687;54,0;Vestfold;18,1;3;3;0;0,0;;232500,0;0;;0
K104251;39,0;Agder;1,5;3;3;nei;0,0;;98900,0;0;;0
K104869;48,0;Rogaland;0,6;2;2;Ja;3159000,0;5,01;177500,0;0;;0
K120009;29,0;Agder;1,4;2;2;JA;0,0;;114200,0;0;;0
K121737;22,0;Rogaland;0,9;4;4;nei;0,0;;250700,0;1;557,0;1
K129862;45,0;Vestfold;0,9;1;1;1;0,0;;2290500,0;0;;0
K110066;34,0;Telemark;7,2;3;3;Nei;893000,0;5,55;139000,0;0;;0
K124248;;Vestfold;18,2;6;6;nei;3678000,0;5,37;63000,0;0;;0
K109678;24,0;Agder;13,0;4;4;JA;2376000,0;5,4;156000,0;0;;0
K110245;18,0;Rogaland;3,1;1;0;Nei;1199000,0;4,98;54500,0;0;1407,0;1
K120313;30,0;Telemark;15,2;3;3;Ja;1172000,0;5,28;48800,0;0;;0
K119382;38,0;Vestfold;2,1;2;1;Nei;3453000,0;5,99;35100,0;0;1226,0;1
K117233;60,0;Telemark;19,3;1;1;Nei;1933000,0;5,36;32400,0;1;;0
K129802;29,0;Rogaland;0,8;3;3;0;2436000,0;5,6;88700,0;0;;0
K106252;62,0;Telemark;7,7;4;4;Nei;1290000,0;5,67;13200,0;1;;0
K131689;34,0;Agder;12,1;3;3;nei;2617000,0;5,27;46900,0;0;;0
K134334;51,0;Vestfold;4,9;1;1;nei;0,0;;66200,0;0;;0
K120092;64,0;Oslo;13,3;4;4;Ja;0,0;;17000,0;0;;0
K101200;25,0;Rogaland;25,4;3;3;Nei;0,0;;98700,0;0;;0
K137470;38,0;Vestland;9,6;2;2;nei;0,0;;108900,0;0;;0
K106039;58,0;Agder;6,8;2;2;1;0,0;;111000,0;1;;0
K111771;63,0;Rogaland;37,7;3;0;JA;2293000,0;5,49;646100,0;0;885,0;1
K120467;53,0;Agder;6,3;2;2;JA;1940000,0;5,07;21100,0;0;;0
K102949;65,0;Rogaland;8,8;4;4;Nei;1855000,0;6,14;198100,0;0;;0
K102486;48,0;Vestland;20,0;3;3;JA;0,0;;61000,0;0;;0
K129193;44,0;Vestland;14,7;3;3;Nei;2161000,0;5,27;48300,0;1;;0
K104427;24,0;Oslo;8,9;5;5;nei;1514000,0;5,42;25100,0;0;;0
K108479;46,0;Oslo;5,9;5;5;Ja;0,0;;24700,0;0;;0
K108946;18,0;Rogaland;0,6;2;2;Ja;1325000,0;5,25;93800,0;0;;0
K117606;40,0;Vestfold;19,5;3;3;0;0,0;;61800,0;0;;0
K107114;22,0;Telemark;13,5;3;3;Ja;706000,0;5,61;365500,0;0;;0
K129392;48,0;Rogaland;23,1;1;1;ja;0,0;;156900,0;1;;0
K118709;36,0;Telemark;9,7;5;4;ja;2091000,0;5,76;58700,0;0;777,0;1
K117386;52,0;Vestfold;7,9;5;3;JA;2879000,0;5,57;39100,0;0;1449,0;1
K111227;43,0;Vestland;3,5;4;5;nei;2528000,0;4,81;76800,0;0;;0
K116704;30,0;Rogaland;9,2;3;3;0;2770000,0;5,57;18400,0;0;;0
K138654;60,0;Rogaland;0,7;2;2;Nei;4062000,0;5,17;40100,0;0;;0
K124504;68,0;Agder;21,1;3;3;Nei;945000,0;4,81;103300,0;1;;0
K131997;62,0;Agder;8,7;7;6;1;1315000,0;5,61;24600,0;0;628,0;1
K105248;51,0;Agder;2,9;2;1;Nei;3160000,0;5,48;78500,0;0;997,0;1
K113294;76,0;Vestfold;4,8;5;5;1;1073000,0;5,67;85400,0;0;;0
K111445;60,0;Vestfold;4,8;3;3;JA;2160000,0;5,25;80800,0;0;;0
K112947;51,0;Rogaland;1,3;2;2;ja;1995000,0;5,56;258800,0;1;;0
K135399;79,0;Vestland;8,0;3;3;ja;2292000,0;5,92;218800,0;0;;0
K107804;24,0;Rogaland;8,1;1;1;0;4857000,0;5,76;22300,0;0;;0
K105318;18,0;Oslo;11,8;2;1;JA;1172000,0;5,68;881500,0;1;1243,0;1
K116594;59,0;Vestland;3,3;4;4;0;2063000,0;5,32;12800,0;0;;0
K100375;83,0;Rogaland;11,6;4;4;0;1966000,0;4,84;53100,0;0;;0
K117432;36,0;Telemark;7,8;1;1;JA;1744000,0;5,71;453000,0;0;;0
K101530;55,0;Rogaland;0,2;4;4;Ja;558000,0;5,27;299200,0;3;;0
K129897;60,0;Agder;12,1;4;4;0;4973000,0;5,4;194700,0;0;;0
K136413;41,0;Vestfold;20,9;4;4;ja;0,0;;36100,0;0;;0
K108354;34,0;Agder;9,0;5;5;Ja;1895000,0;5,71;31000,0;0;;0
K123999;58,0;Telemark;1,1;1;1;Nei;2520000,0;5,11;23800,0;0;;0
K136019;38,0;Telemark;7,2;2;1;nei;0,0;;57400,0;1;996,0;1
K102942;46,0;Agder;32,8;2;2;Ja;0,0;;68300,0;0;;0
K102088;36,0;Vestfold;2,2;1;1;0;1829000,0;5,9;34700,0;2;;0
K102515;37,0;Rogaland;13,8;1;1;1;2230000,0;5,51;31400,0;1;;0
K106181;60,0;Agder;3,4;1;1;1;2475000,0;5,65;91200,0;0;;0
K113092;63,0;Telemark;19,6;3;3;0;3363000,0;5,5;78800,0;0;;0
K137221;41,0;Agder;13,1;5;5;1;0,0;;162200,0;0;;0
K105471;38,0;Rogaland;10,3;3;4;ja;0,0;;67400,0;0;;0
K138446;18,0;Agder;13,7;2;2;1;0,0;;335300,0;0;;0
K109529;24,0;Telemark;0,2;2;2;0;0,0;;462500,0;0;;0
K123875;50,0;Agder;9,8;5;5;ja;2064000,0;5,63;240900,0;1;;0
K102278;37,0;Rogaland;5,4;4;3;Nei;2209000,0;5,35;14200,0;0;1247,0;1
K102340;70,0;Vestland;0,9;5;5;1;1082000,0;5,5;77300,0;0;;0
K138547;18,0;Rogaland;31,0;6;6;0;814000,0;5,33;81600,0;1;;0
K126016;34,0;Rogaland;0,6;2;2;nei;1324000,0;6,01;132600,0;1;;0
K135482;68,0;Vestland;6,6;4;5;ja;1742000,0;5,87;124000,0;1;;0
K120432;51,0;Vestland;0,5;3;3;1;2576000,0;5,47;16500,0;2;;0
K100118;72,0;Vestfold;9,0;2;2;nei;5526000,0;5,3;82000,0;1;;0
K137084;33,0;Rogaland;3,9;2;0;1;1929000,0;6,12;110400,0;0;1292,0;1
K116697;47,0;Agder;10,0;4;3;JA;0,0;;77600,0;1;;0
K126426;50,0;Telemark;5,4;5;5;ja;0,0;;121700,0;0;;0
K123908;50,0;Vestfold;13,1;1;1;ja;3863000,0;5,76;53500,0;1;;0
K103652;60,0;Agder;11,3;3;3;1;5100000,0;5,35;258800,0;0;;0
K117477;72,0;Rogaland;1,8;7;7;JA;2528000,0;5,29;171300,0;0;;0
K109411;53,0;Agder;6,0;2;0;Nei;0,0;;338900,0;1;1216,0;1
K138079;33,0;Agder;1,0;3;3;Nei;2820000,0;5,67;39100,0;1;;0
K105786;55,0;Agder;8,1;1;1;nei;4183000,0;5,51;89900,0;1;;0
K133400;38,0;Agder;0,3;4;4;Ja;0,0;;87100,0;1;;0
K130784;44,0;Agder;13,5;3;3;1;1233000,0;5,51;475400,0;0;;0
K130738;27,0;Rogaland;11,5;2;2;nei;0,0;;103400,0;1;;0
K117622;49,0;Rogaland;6,7;4;4;Nei;2971000,0;5,5;349200,0;1;;0
K136676;57,0;Rogaland;20,5;7;7;ja;675000,0;5,73;124700,0;1;;0
K126252;41,0;Telemark;1,1;5;4;Nei;0,0;;189900,0;1;918,0;1
K115521;46,0;Oslo;6,5;2;2;nei;2572000,0;5,88;32400,0;0;;0
K107087;36,0;Rogaland;0,4;3;3;0;792000,0;5,68;61900,0;1;836,0;1
K134544;54,0;Oslo;4,8;2;2;0;0,0;;117800,0;0;;0
K104447;46,0;Rogaland;2,1;3;3;ja;0,0;;94300,0;0;1163,0;1
K125178;64,0;Rogaland;0,4;3;1;0;1771000,0;5,16;4300,0;0;1036,0;1
K101484;58,0;Vestfold;4,7;5;5;nei;1273000,0;5,26;28700,0;2;;0
K134911;50,0;Vestfold;16,2;2;2;Ja;0,0;;131400,0;2;;0
K125957;63,0;Oslo;2,4;1;1;0;0,0;;319000,0;3;;0
K113546;52,0;Agder;2,8;1;1;JA;2101000,0;6,21;39000,0;1;;0
K119500;29,0;Agder;8,1;3;3;Ja;1406000,0;5,01;351400,0;1;;0
K118586;28,0;Vestfold;10,4;5;5;1;2300000,0;5,43;40000,0;0;;0
K127418;52,0;Agder;2,2;2;2;ja;0,0;;35800,0;0;;0
K100555;41,0;Agder;4,5;3;3;Ja;2884000,0;5,4;39300,0;0;;0
K139764;43,0;Oslo;3,5;2;1;nei;2321000,0;5,75;662000,0;0;;0
K110645;68,0;Vestfold;4,0;1;1;ja;2717000,0;5,96;102900,0;1;;0
K115285;40,0;Vestfold;2,9;2;2;0;2699000,0;5,24;223400,0;1;;0
K129943;59,0;Telemark;19,6;2;3;0;1280000,0;5,44;58100,0;0;;0
K110278;18,0;Agder;2,0;5;5;ja;1347000,0;5,23;246100,0;0;;0
K120354;54,0;Agder;1,1;6;6;nei;2878000,0;6,02;28900,0;1;;0
K123787;50,0;Rogaland;1,8;6;6;Ja;0,0;;16300,0;0;;0
K129729;38,0;Oslo;6,8;3;4;nei;1850000,0;5,25;32100,0;0;;0
K107154;75,0;Rogaland;3,4;5;5;1;5086000,0;5,18;134100,0;1;;0
K113999;48,0;Rogaland;0,4;3;3;nei;2005000,0;5,72;74000,0;0;;0
K120252;48,0;Vestland;9,1;3;1;0;1818000,0;5,66;84600,0;1;941,0;1
K139317;49,0;Telemark;9,8;3;4;JA;2564000,0;5,63;132000,0;0;;0
K104678;31,0;Vestland;4,7;2;2;1;0,0;;505000,0;2;;0
K113748;46,0;Vestfold;14,3;1;2;1;3232000,0;5,29;324000,0;0;;0
K124907;48,0;Rogaland;5,7;3;0;nei;4100000,0;5,62;138500,0;1;1235,0;1
K121173;50,0;Rogaland;1,0;1;1;1;1461000,0;5,53;124200,0;0;;0
K118953;21,0;Telemark;7,3;3;3;0;3108000,0;5,5;21200,0;0;;0
K117571;33,0;Rogaland;20,9;2;2;Nei;1481000,0;6,02;1259000,0;0;;0
K107403;31,0;Rogaland;22,7;3;3;0;0,0;;13200,0;0;;0
K132437;64,0;Vestland;7,1;5;5;1;0,0;;92600,0;2;;0
K105210;52,0;Rogaland;11,6;2;2;ja;0,0;;81800,0;0;;0
K109134;30,0;Agder;2,4;2;2;ja;2088000,0;5,73;150400,0;1;;0
K126933;49,0;Agder;2,3;3;3;1;2503000,0;4,78;35000,0;0;;0
K131438;29,0;Vestland;1,3;4;4;Ja;3455000,0;5,36;473000,0;0;;0
K116006;53,0;Rogaland;2,4;1;1;Nei;0,0;;31000,0;1;;0
K134301;59,0;Rogaland;3,0;5;5;JA;5643000,0;5,94;722500,0;0;1312,0;1
K136221;24,0;Telemark;7,5;2;2;0;0,0;;177500,0;1;;0
K116208;60,0;Telemark;1,9;5;5;Ja;0,0;;74900,0;1;;0
K131396;35,0;Vestfold;18,0;4;4;JA;0,0;;129000,0;1;;0
K139140;32,0;Oslo;6,3;1;0;Nei;3275000,0;5,79;397800,0;2;803,0;1
K111361;54,0;Rogaland;5,4;4;5;ja;0,0;;257900,0;0;;0
K137116;69,0;Rogaland;2,2;4;4;JA;1410000,0;5,63;36800,0;0;;0
K100355;50,0;Rogaland;3,8;2;0;Nei;0,0;;70100,0;1;1227,0;1
K131476;48,0;Agder;2,7;4;4;0;1574000,0;5,05;233100,0;1;;0
K114633;53,0;Vestfold;17,3;6;5;nei;2083000,0;5,37;151300,0;2;;0
K132706;52,0;Rogaland;5,1;3;3;Nei;0,0;;389900,0;0;;0
K114009;39,0;Rogaland;14,3;4;4;1;0,0;;50000,0;0;;0
K139617;59,0;Vestland;15,6;2;2;Ja;1916000,0;5,87;107600,0;0;;0
K109548;;Vestfold;15,3;6;6;0;0,0;;69000,0;0;;0
K111557;39,0;Agder;2,9;1;1;JA;750000,0;5,77;201900,0;1;910,0;1
K103812;38,0;Vestland;8,1;5;5;Ja;2400000,0;6,26;118200,0;1;;0
K124822;42,0;Vestfold;20,3;1;1;1;0,0;;29300,0;0;;0
K127960;28,0;Rogaland;12,1;9;9;nei;2537000,0;5,55;182000,0;1;;0
K104703;50,0;Telemark;11,5;3;3;1;0,0;;112000,0;0;;0
K136957;;Rogaland;5,2;4;4;1;4541000,0;5,2;162400,0;0;;0
K123237;38,0;Rogaland;8,1;5;5;nei;6137000,0;5,62;130900,0;0;;0
K132685;39,0;Telemark;10,1;3;3;JA;2214000,0;5,27;238800,0;1;;0
K121113;49,0;Rogaland;25,6;3;3;1;1138000,0;4,82;56100,0;0;;0
K125958;64,0;Vestland;0,2;2;0;nei;1284000,0;5,65;125300,0;0;1389,0;1
K130785;54,0;Rogaland;5,8;4;4;1;4740000,0;5,51;86200,0;1;;0
K106504;49,0;Rogaland;5,4;4;4;1;2991000,0;5,73;166000,0;0;;0
K122994;43,0;Rogaland;0,9;3;3;JA;1213000,0;5,28;253900,0;0;;0
K124605;71,0;Rogaland;1,6;4;4;Nei;3437000,0;5,12;37700,0;0;;0
K134759;54,0;Telemark;0,9;1;1;Ja;0,0;;57100,0;0;;0
K124549;31,0;Vestfold;1,6;3;3;JA;1693000,0;5,59;17100,0;1;;0
K133430;33,0;Vestland;13,7;2;2;1;1451000,0;5,4;272000,0;0;;0
K119587;;Rogaland;12,0;1;1;nei;1076000,0;5,98;104600,0;0;;0
K119171;45,0;Rogaland;6,6;6;5;Ja;1782000,0;4,75;113900,0;1;;0
K103671;54,0;Agder;13,3;6;6;Ja;0,0;;462800,0;1;;0
K101519;18,0;Oslo;0,5;2;1;nei;0,0;;5800,0;0;1080,0;1
K132835;47,0;Oslo;0,2;6;5;Ja;5229000,0;5,32;375800,0;1;918,0;1
K126138;59,0;Telemark;24,1;2;0;nei;2080000,0;5,71;651700,0;1;1340,0;1
K109372;42,0;Telemark;6,8;3;3;ja;0,0;;41600,0;0;;0
K136460;26,0;Rogaland;2,2;5;5;0;0,0;;55700,0;1;;0
K116265;43,0;Rogaland;6,4;2;2;JA;0,0;;54100,0;0;;0
K117054;41,0;Agder;17,1;4;4;ja;2431000,0;5,42;103600,0;0;;0
K135015;41,0;Agder;1,8;1;1;Ja;2815000,0;5,75;704500,0;0;;0
K105140;43,0;Rogaland;2,9;3;3;0;2304000,0;6,0;88600,0;0;;0
K139052;50,0;Telemark;5,5;5;5;Ja;3294000,0;5,27;40300,0;0;;0
K104059;44,0;Vestfold;2,0;7;7;Ja;1453000,0;5,64;101700,0;0;;0
K131225;20,0;Agder;6,8;3;3;0;0,0;;256700,0;0;;0
K125083;44,0;Oslo;5,9;3;2;nei;0,0;;825600,0;0;;0
K115288;18,0;Agder;2,3;2;2;JA;7507000,0;4,77;67100,0;0;;0
K135706;51,0;Agder;3,6;2;0;ja;1737000,0;5,82;142000,0;1;740,0;1
K107643;33,0;Vestland;40,0;5;5;0;1630000,0;5,03;17800,0;2;;0
K127599;57,0;Rogaland;0,2;3;3;0;2586000,0;5,69;234300,0;1;;0
K139380;40,0;Agder;1,4;7;7;1;1931000,0;5,65;193900,0;2;;0
K103230;39,0;Rogaland;1,5;2;2;1;2968000,0;5,58;75000,0;0;;0
K137303;38,0;Telemark;8,4;4;4;0;0,0;;59100,0;1;;0
K106844;41,0;Vestfold;22,8;4;4;0;3215000,0;5,43;133500,0;1;;0
K122984;54,0;Vestland;4,1;3;3;nei;2899000,0;4,69;70100,0;0;;0
K139693;50,0;Telemark;0,4;1;1;JA;1246000,0;5,31;137900,0;1;;0
K111896;38,0;Oslo;8,7;4;4;1;1287000,0;5,35;17500,0;0;;0
K120279;;Agder;0,3;5;5;Ja;1141000,0;5,31;6800,0;1;;0
K108286;30,0;Vestland;4,6;2;2;nei;4259000,0;5,57;4900,0;0;;0
K103453;58,0;Rogaland;2,2;1;1;0;0,0;;33100,0;0;;0
